distance,stellar_magnitude,orbital_radius,eccentricity,mass_earth,radius_earth,Habitable
2381.0,13.661,0.0866,0.0,2.62,1.426,0
2294.0,14.14,0.061,0.0,750.0787999999999,2.4134,0
55.0,6.15,0.246,0.06,15.1,3.91629,0
1652.0,16.5497,0.0885,0.0,5.48,2.2,0
1863.0,14.152,0.281,0.0,3.22,1.61,0
723.0,15.536,0.0699,0.0,3.0,1.545,0
58.0,11.961,0.0876,0.18,13.3,3.6310700000000002,0
165.0,8.520001,0.0696,0.14,1239.5369999999998,12.7252,0
160.0,9.38,2.0,0.85,1112.405,12.8349,0
2767.0,13.883,0.11000234672021421,0.0,2.3,1.32,0
1343.0,11.467,0.058,0.0,387.7526,16.33433,0
3400.0,15.809,0.0588,0.0,3.25,1.619,0
1236.0,14.48,0.058,0.0,15.1,3.91629,0
367.0,17.14,0.0147,0.0,2.33,1.33,0
2653.0,13.997,0.2,0.0,4.23,1.89,0
2826.0,13.528,0.6711,0.0,67.37996,9.45614,0
257.0,17.96,0.0316,0.0,2.83,1.49,0
2685.0,15.175,0.22,0.0,8.2,2.7315300000000002,0
2424.0,14.986,0.0732,0.0,2.76,1.47,0
126.0,8.99,0.048,0.34,24.1,2.54504,0
577.0,12.312,0.03957,0.0,161.45764,17.332600000000003,0
3555.0,15.171,0.0748,0.0,6.71,2.42437,0
4379.0,13.478,0.04997,0.312,505.3497,17.332600000000003,0
68.0,10.337002339522547,0.36,0.35,9058.154999999999,11.628200000000001,0
2710.0,15.363,0.1885,0.0,3.75,1.76,0
2269.0,14.488,0.229,0.0,9.32,2.9509300000000005,0
283.0,7.84,0.177326,0.15,123.42928049999999,13.4931,0
723.0,12.656,0.049,0.0,2.92,1.52,0
505.0,11.833,0.0526,0.04,20.0,2.6328,0
2714.0,14.075,0.0418,0.0,2.79,1.48,0
2517.0,15.091,0.0849,0.0,7.56,2.59989,0
1375.0,12.385,0.22512646203649203,0.0,7.37,2.5669800000000005,0
270.0,16.12,0.22512646203649203,0.0,5.57,2.222,0
2038.0,14.866,0.121,0.0,6.3,2.3366100000000003,0
1707.0,12.685,0.02851,0.01,562.24127,14.688830000000001,0
2972.0,13.857748958938723,0.702,0.0,1.66,1.16,0
2037.0,14.188,0.0174,0.17,629.144485,14.579130000000001,0
218.0,13.04,0.0753,0.02,0.07,0.64,0
21.0,5.56911,0.1463,0.15,7.3,1.31,0
1150.0,12.569,0.0453,0.0,152.55839999999998,13.164,0
4330.0,15.204,0.0933,0.0,13.5,3.6749500000000004,0
1611.0,14.758,0.091,0.0,6.71,2.42437,0
1960.7088846880908,16.092,0.0536,0.0,1.78,1.184,0
38.0,9.76,1100.0,0.0,1906.98,13.7125,0
2628.0,15.556,0.0141,0.0,2.63,1.43,0
345.0,7.29,2.24,0.13,556.2025,13.164,0
457.0,16.437,0.03745,0.0,117.5971,11.23328,0
296.0,10.466,0.08911,0.03,13.8,2.9619000000000004,0
424.0,7.43,1.51,0.11,813.6448,12.9446,0
6561.0,15.042,0.1348,0.0,4.04,1.84,0
102.0,13.151,0.0677,0.08,0.704,0.914,0
88.0,6.47915,0.22512646203649203,0.0,5.41,2.18,0
1851.0,13.967,0.1016,0.0,1.01,1.01,0
35.0,8.61,0.323,0.07,28.55,5.69343,0
2546.0,15.009,0.2447,0.0,4.19,1.88,0
2433.0,14.245,0.1379,0.0,7.77,2.64377,0
3534.0,15.934,0.302,0.0,12.9,3.57622,0
6706.0,15.779,0.2053,0.0,7.35,2.5669800000000005,0
2126.0,14.308,0.0668,0.0,1.04,1.02,0
90.0,12.36,0.1288,0.09,15.4,3.57622,0
4914.0,15.505,0.3244,0.0,8.29,2.75347,0
2666.0,9.616,0.53,0.35,2126.2827,12.396099999999999,0
779.0,10.343,0.04963,0.14,55.30241999999999,9.346440000000001,0
5868.0,15.297,0.2747,0.0,13.5,2.0,0
3593.0,14.923,0.2101,0.0,8.1,2.70959,0
2725.0,15.414,0.0818,0.57,3210.0829999999996,11.518500000000001,0
690.0,10.358,0.04496,0.0,406.8224,15.358,0
1439.0,14.379,0.356,0.0,6.3,2.3366100000000003,0
2829.0,14.883,0.0689,0.0,5.82,2.22691,0
205.0,11.955,0.0592,0.0,3.01,2.5121300000000004,0
271.0,8.48,0.768,0.08,1760.7782,12.505799999999999,0
123.0,6.68,2.067,0.08,262.20975,13.6028,0
2495.0,14.868,0.0295,0.08,1102.8701,14.370700000000001,0
591.0,14.812,0.03845,0.14,85.2992154,11.74887,0
2293.0,15.953,0.0325,0.0,2.04,1.23,0
486.0,8.03,0.046,0.0,991.6296,16.3453,0
2496.0,14.89,0.0766,0.0,4.54,1.97,0
5365.0,15.902,0.038,0.0,2.96,1.53,0
2509.0,15.203,0.6045,0.0,6.66,2.4134,0
2134.0,15.746,0.0586,0.0,5.13,2.116,0
151.0,7.21,9.02,0.0,931.2419,12.8349,0
813.0,12.509,0.0506,0.0,0.202,0.645,0
2259.0,15.251,0.0481,0.0,1.6,1.15,0
3511.0,15.582,0.0918,0.0,8.05,2.69862,0
18.0,12.57,0.03282,0.23,2.02,1.23,0
1989.0,15.173,0.1701,0.0,7.75,2.64377,0
2127.0,12.711,0.1722,0.0,16.5,4.12472,0
878.0,4.26489,2.324089,0.1,7180.577453299999,11.737900000000002,0
5053.0,14.942,0.096,0.0,7.18,2.5231000000000003,0
2642.0,15.207,0.1034,0.0,6.04,2.2817600000000002,0
1726.0,14.058,0.0572,0.0,2.57,1.41,0
1097.0,14.81,0.098,0.2,7.2,2.5340700000000003,0
832.0,12.913,0.1333,0.0,2.73,1.46,0
209.0,11.314,0.02177,0.0,18.467,2.86317,0
244.0,9.931,0.1189,0.15,16.42,4.98038,0
900.0,11.257,0.0394,0.0,835.8928999999999,10.5312,0
1021.0,14.049,0.2537,0.0,6.17,2.31467,0
3415.0,14.739,0.182,0.0,4.08,1.85,0
4421.0,14.844,0.1053,0.0,11.0,3.2471200000000002,0
3067.0,15.749,0.19,0.0,5.52,2.21,0
1321.0,12.994,0.0295,0.0,0.64,0.89,0
4358.0,16.019,0.123,0.0,5.31,2.16,0
1991.0,14.42,0.179,0.0,6.76,2.43534,0
2685.0,15.175,0.053,0.0,8.8,2.8522000000000003,0
250.0,11.061,0.06238086486486486,0.0,0.586,0.869,0
1816.0,14.376,0.033,0.0,0.566,0.86,0
2127.0,14.863,0.077,0.0,4.78,2.03,0
1194.0,15.322,0.409,0.04,2.36,1.34,1
20877.0,10.337002339522547,1.7,0.0,83.58929,10.72866,0
205.0,11.955,0.1039,0.0,7.72,2.23788,0
138.0,13.403,0.1363,0.3,19.5,1.74,0
611.0,12.015,0.11000234672021421,0.0,3.41,1.666,0
78.0,6.29,0.0444,0.45,10.1,3.09354,0
5328.0,15.8,0.11000234672021421,0.03,5.42,2.05,0
530.0,6.83295,0.49,0.06,416.3573,13.3834,0
222.0,4.68,1.93,0.4,2078.6082,12.396099999999999,0
2436.0,15.953,0.048,0.0,2.45,1.37,0
4363.0,15.444,0.154,0.0,61.02336,2.4024300000000003,0
89.0,13.74,0.0876,0.0,7.41,2.57795,0
227.0,14.175,0.0373,0.0,2.83,1.49,0
2550.0,13.2,0.0293,0.0,0.615,0.88,0
3774.0,15.04,0.138,0.0,8.15,2.7205600000000003,0
2811.0,13.006,0.04735,0.245,206.5895,19.1975,0
273.0,12.851,0.107,0.21,6.76,2.43534,0
41.0,11.66,0.111,0.11,11.07,3.25809,0
2126.0,14.308,0.09,0.0,7.95,2.67668,0
1491.0,15.668,0.0309,0.0,4.38,1.93,0
1833.0,12.803,0.1429,0.0,8.1,2.70959,0
332.0,7.25,2.84,0.21,616.5902,13.164,0
20.0,4.26,0.2036,0.0,2.4,1.35,0
1123.0,13.115,0.0299,0.0,6.17,2.31467,0
1598.0,14.15,0.06,0.0,3.36,1.65,0
1974.0,15.106,0.0747,0.0,5.99,2.27079,0
3116.0,13.744,0.069,0.0,11.6,3.34585,0
2810.0,15.546,0.04,0.0,3.71,1.75,0
650.0,12.052,0.04,0.0,197.0546,11.189400000000001,0
2046.0,14.253,0.075,0.0,4.7,2.01,0
1160.0,13.268,0.1599,0.0,5.86,2.23788,0
5427.0,15.239,0.204,0.0,8.05,2.69862,0
2779.0,13.844,0.18,0.0,7.04,2.49019,0
134.0,10.777,0.0251,0.0,4.78,2.03,0
205.0,9.26,4.074,0.11,113.9007371,12.8349,0
3073.0,13.15,0.249,0.0,11.1,3.25809,0
459.0,15.36,3500.0,0.0,4767.45,11.957300000000002,0
814.0,12.689,0.06702,0.25,30.9,4.388000000000001,0
982.0,15.637,0.242,0.34,4.12,1.86,1
22182.0,10.337002339522547,1.7,0.0,1462.0179999999998,12.615499999999999,0
265.0,9.545,0.16,0.16,28.3,5.22172,0
3366.0,15.944,0.213,0.0,7.32,2.55601,0
111.0,6.39677,2.37,0.48,820.0014,12.9446,0
1536.0,10.484,0.05224,0.0,1242.7153,17.39842,0
2173.296296296296,10.337002339522547,3.4,0.0,251.0857,13.6028,0
1863.0,14.152,0.571,0.0,14.9,3.87241,0
2567.0,13.823,0.272,0.0,19.1,2.75347,0
4901.0,14.379,0.0547,0.0,3.5,1.69,0
2950.0,15.131,0.063,0.0,6.66,2.4134,0
1260.0,12.836,0.02677,0.019,750.3966300000001,14.55719,0
5519.0,15.404,0.1654,0.0,12.2,3.44458,0
135.0,5.98,16.4,0.15,3178.2999999999997,12.8349,0
2993.0,13.908,0.4757,0.0,3.71,1.75,0
19017.0,10.337002339522547,2.18,0.0,1036.1257999999998,12.8349,0
684.0,14.917,0.057,0.0,1.55,1.14,0
3191.0,14.56,0.0417,0.0,3.78,1.77,0
1292.0,11.032,0.04995,0.0,292.4036,20.294500000000003,0
5793.0,15.45,0.0835,0.0,7.04,2.49019,0
1097.0,11.39,0.07037,0.26,797.7532999999999,13.76735,0
2524.0,14.206,0.11,0.0,5.65,2.1940000000000004,0
129.0,11.495,0.03826,0.15,5.9,1.694,0
1883.0,12.985,0.22512646203649203,0.0,9.51,2.9838400000000003,0
142.0,7.43,0.159926,0.5,37.24604,6.658790000000001,0
106.0,10.51,0.023,0.0,2.42,1.36,0
6983.0,15.391,0.0625,0.0,8.75,2.8412300000000004,0
377.0,8.97,0.242129,0.82,20.42286,4.673220000000001,0
4921.0,15.422,0.0542,0.0,6.35,2.3475800000000002,0
1439.0,14.379,0.124,0.0,8.2,2.7315300000000002,0
1102.0,16.069,0.1072,0.0,10.9,3.23615,0
2496.0,14.89,0.163,0.0,0.6,1.27,0
3164.0,13.807,0.0879,0.0,4.08,1.85,0
1386.0,15.218,0.093,0.0,0.566,0.86,0
3660.0,14.88,0.1033,0.0,3.53,1.7,0
3841.0,14.487,0.0781,0.0,200.2329,10.5312,0
3154.0,13.289,0.9625,0.0,11.8,3.38973,0
101.0,14.632,0.0441,0.0,1.37,1.1,0
4575.0,15.694,0.193,0.0,15.5,3.97114,0
522.0,11.728,0.017016,0.0,4.07661,1.681,0
2195.0,16.007,0.0361,0.0,4.16,1.87,0
2165.0,12.624,0.0404,0.0,451.31859999999995,17.025440000000003,0
2215.0,15.828,0.1715,0.0,4.78,2.03,0
84.0,8.97,1.01,0.27,167.40106099999997,13.9319,0
2571.0,11.62,0.0544,0.06,1868.8403999999998,11.737900000000002,0
2964.0,15.132,0.1264,0.0,9.44,2.9728700000000003,0
2141.0,14.035,0.046,0.0,2.79,1.48,0
222.0,10.938,0.06152,0.05,13.5,2.5340700000000003,0
117.0,7.55,13.912743,0.16,2565.9210475,12.286400000000002,0
3035.0,14.852,0.0616,0.0,2.54,1.4,0
89.0,10.03,2.36,0.05,206.5895,13.7125,0
874.0,15.567,0.64,0.1,3.33,1.64,0
21203.0,10.337002339522547,1.6,0.0,225.65929999999997,13.7125,0
1183.0,10.56,0.04622,0.0,441.78369999999995,12.9446,0
929.0,13.386,0.0665,0.0,6.39,2.35855,0
861.0,13.309,0.077,0.0,2.3,1.319,0
1033.0,11.572,0.079,0.15,1.04,1.02,0
1888.0,15.746,0.029,0.0,3.15,1.59,0
1296.0,11.766,0.0997,0.32,1.74,1.176,0
3269.0,12.635,0.323,0.0,5.1,2.11,0
824.0,12.795,0.1467,0.38,209.79958299999998,13.7125,0
41.0,17.73,102.0,0.0,3559.6959999999995,12.176700000000002,0
3712.0,13.491,0.0761,0.0,1.04,1.02,0
3722.0,13.36,0.1764,0.0,7.46,2.58892,0
173.0,8.1,0.87,0.24,140.79869,14.0416,0
23160.0,10.337002339522547,3.5,0.0,699.226,13.0543,0
41.0,5.96004,0.0785,0.1,10.2,3.10451,0
3396.0,15.231,0.0501,0.0,12.9,3.5652500000000003,0
1605.0,12.681,0.22512646203649203,0.0,5.13,2.116,0
1189.0,13.096,0.03453,0.068,276.5121,12.067000000000002,0
171.0,9.38,0.78,0.27,228.83759999999998,13.7125,0
2422.0,15.156,0.3483,0.0,6.66,2.4134,0
1123.0,14.243,0.189,0.0,1.76,1.18,0
876.0,10.632,0.02466,0.01,8654.5109,12.176700000000002,0
205.0,7.18,0.5137,0.3,47.674499999999995,7.70094,0
354.0,8.25,0.042717,0.02,5.08,1.639,0
86.0,8.09,0.185,0.333,4.0,1.83,0
4500.0,15.104,0.1761,0.0,8.66,2.81929,0
371.0,8.05,1.26,0.08,624.21812,13.164,0
2011.0,14.706,0.069,0.0,7.3,1.15,0
3057.0,14.816,0.1192,0.0,13.6,3.6749500000000004,0
217.0,9.06,0.4565,0.93,1392.0954,11.737900000000002,0
379.0,6.43,4.818835,0.59,4309.266272,12.067000000000002,0
444.0,9.391,0.07522,0.03,1093.3352,13.4931,0
3793.0,15.686,0.0916,0.0,8.15,2.7205600000000003,0
2745.0,13.629,0.0606,0.0,9.59,2.99481,0
124.0,6.69,1.02,0.41,127.132,13.7125,0
1685.0,12.65,0.0469,0.0,854.9626999999999,13.2737,0
2399.0,13.806,0.1624,0.0,7.76,2.64377,0
1175.0,14.487,0.11000234672021421,0.0,4.35,1.92,0
44.0,4.09565,0.059222,0.02,218.539908,13.7125,0
1458.0,14.475,0.0198,0.0,2.18,1.28,0
100.0,14.354,0.061,0.0,4.82,1.672,0
503.0,11.246,0.0368,0.03,179.89177999999998,10.89321,0
3142.0,13.667,0.1553,0.0,5.14,2.12,0
1317.0,11.572,0.05798,0.168,327.3649,12.01215,0
343.0,10.294,0.02335,0.01,529.8226099999999,13.4931,0
169.0,7.46,4.689125,0.26,1071.5415969,12.8349,0
2250.0,14.467,0.152,0.0,5.73,2.2159400000000002,0
2298.0,14.142,0.51,0.0,133.4886,11.34298,0
233.0,6.90498,1.04,0.16,413.179,13.3834,0
4288.0,15.072,16.75676107873016,0.0,70.55826,9.69748,0
2072.0,14.805,0.2283,0.0,11.0,2.5121300000000004,0
1844.0,14.901,0.1418,0.0,9.75,3.0277200000000004,0
1056.0,16.36,0.13,0.0,7.75,2.64377,0
401.0,11.938,0.0182,0.13,37.35,1.85,0
2071.0,15.314,0.0873,0.0,8.75,2.8412300000000004,0
153.0,6.77005,0.0379,0.07,384.5743,13.3834,0
207.0,7.24,5.36,0.06,820.0014,12.9446,0
446.0,7.1691,740.0,0.0,7310.089999999999,11.737900000000002,0
186.0,9.4,0.25,0.0,28.6047,5.704400000000001,0
245.0,13.423,0.11000234672021421,0.0,3.15,1.59,0
5543.0,14.631,0.099,0.0,1.98,1.22,0
1098.0,10.66,0.06864,0.04,314.6517,13.591830000000002,0
5694.0,15.931,0.5456,0.0,29.5,5.814100000000001,0
220.0,10.883,0.15224,0.1999,21.14,2.3037,0
4481.0,15.875,0.0625,0.0,3.9,1.802,0
2119.0,13.864,0.0872,0.0,1.55,1.14,0
11.0,11.12,0.0496,0.12,1.4,1.11,1
33.0,10.337002339522547,8.0,0.0,6992.259999999999,10.245980000000001,0
5348.0,14.94,0.04,0.0,2.99,1.54,0
14.0,10.1,0.089,0.11,3.41,1.66,1
320.0,4.01,556.0,0.4,3464.3469999999998,12.176700000000002,0
22964.0,10.337002339522547,2.14,0.0,664.2647,13.0543,0
1002.0,12.444,2.42,0.5,762.7919999999999,12.9446,0
70.0,8.11,0.067393,0.0,1.72,1.17,0
73.0,6.92035,0.0719,0.0,5.27,2.15,0
76.0,6.295,0.1192,0.12,9.53485,2.9838400000000003,0
1252.0,11.27,16.75676107873016,0.51,168.4499,10.3118,0
3489.0,15.82,1.117,0.0,12.9,3.5652500000000003,0
1395.0,9.946,0.0558,0.0,527.5977999999999,19.855700000000002,0
1003.0,10.831,0.05708,0.0,28.6047,6.143200000000001,0
650.0,11.865,0.22512646203649203,0.0,6.42,2.36952,0
3399.0,14.134,0.113,0.0,2.96,1.53,0
1051.0,11.219,0.03651,0.0,394.1092,15.1386,0
401.0,10.568,0.1235,0.0,8.46,2.61086,0
493.0,10.57,0.03303,0.0,432.2488,12.505799999999999,0
2664.0,15.769,0.11,0.0,2.73,1.46,0
2529.0,13.561,0.132,0.0,2.79,1.48,0
16962.0,26.1,3.5,0.0,130.31029999999998,13.9319,0
2613.0,14.129,0.098,0.0,0.64,0.89,0
191.0,10.838,0.2447,0.09,7.76,2.64377,0
1328.0,13.566,0.0453,0.0,5.07,2.101,0
5585.0,15.235,0.2944,0.0,58.48072,8.69921,0
3393.0,14.412,0.0391,0.0,242.82211999999998,13.6028,0
3886.0,16.01,0.0471,0.0,2.83,1.49,0
1073.0,12.867,0.1527,0.0,5.9,2.24885,0
7343.0,15.678,0.5874,0.0,35.7,6.4942400000000005,0
124.0,13.477,0.06,0.47,7.51,2.58892,0
59.0,7.56727,0.12,0.25,22.2481,4.914560000000001,0
1908.0,12.241,0.22512646203649203,0.0,12.6,3.52137,0
1307.0,12.697,0.257,0.0,12.5,3.4994300000000003,0
4576.0,15.531,0.4389,0.0,13.1,3.5981600000000005,0
1488.0,12.755,0.0959,0.0,17.4,4.24539,0
1001.0,13.174,0.2279,0.0,7.93,2.04,0
178.0,5.87307,2.11,0.07,638.8382999999999,13.0543,0
886.0,16.282,0.0809,0.0,19.8,1.23,0
3098.0,14.369,0.0257,0.0,0.615,0.88,0
1392.0,12.834,0.107,0.0,2.63,1.43,0
4992.0,13.759,0.1059,0.0,3.33,1.64,0
1065.0,12.679,0.194,0.43,4.63,1.992,0
463.0,17.816,0.0504,0.0,22.9,5.00232,0
2635.0,12.606,0.1633,0.0,17.6,4.28927,0
19050.0,10.337002339522547,3.54,0.0,705.5826000000001,13.0543,0
654.0,11.13,0.057,0.13,5.29,1.82,0
1654.0,12.389,0.04978,0.02,335.62848,14.612040000000002,0
2616.0,14.629,0.0191,0.0,1.76,1.18,0
1012.0,13.85,0.0784,0.0,2.42,1.36,0
2545.0,15.652,0.034,0.0,7.32,2.55601,0
877.0,12.64,0.064,0.0,8.75,2.8412300000000004,0
1295.0,15.006,0.0617,0.0,5.27,2.15,0
5507.0,16.001,0.075,0.0,4.9,2.06,0
762.0,11.873,0.1104,0.0,6.3,2.3366100000000003,0
2858.0,15.011,0.075,0.0,5.06,2.1,0
712.0,11.969,0.11000234672021421,0.0,2.19,1.283,0
2410.0,15.506,0.066,0.0,9.38,2.9509300000000005,0
236.0,9.955,5.15,0.06,1188.6842,12.7252,0
5032.0,14.91,0.3512,0.0,18.8,4.45382,0
3387.0,15.93,0.054,0.0,45767.52,17.617820000000002,0
1683.0,14.153,0.0684,0.0,6.04,2.2817600000000002,0
913.0,10.639,0.0406,0.0,448.14029999999997,19.0878,0
813.0,13.519,0.0735,0.0,0.315,0.73,0
5022.0,14.969,0.0666,0.0,2.3,1.32,0
3336.0,15.137,0.0337,0.0,8.4,2.76444,0
1225.0,11.352,0.22512646203649203,0.0,10.6,3.1813,0
1597.0,13.87,0.4629,0.0,9.32,2.9509300000000005,0
175.0,8.97,0.2132,0.03,2.8,2.92899,0
127.0,7.33,0.2699,0.05,25.1,5.27657,0
1884.0,14.974,0.0296,0.0,0.688,0.908,0
175.0,8.97,3.2,0.0,660.0025996999999,13.0543,0
805.0,10.421,0.04383,0.01,270.47333,13.953840000000001,0
139.0,9.01,1.48,0.39,7961.6415,11.737900000000002,0
207.0,9.36,1.13,0.2,918.5287,12.9446,0
23030.0,10.337002339522547,2.72,0.0,101.7056,12.067000000000002,0
4366.0,15.421,0.1637,0.0,9.58,2.99481,0
4422.0,15.494,0.3677,0.0,8.96,2.87414,0
897.0,12.762,16.75676107873016,0.0,162.0933,13.580860000000001,0
1006.0,14.237,0.01677,0.0,425.57437,14.546220000000002,0
362.0,11.023,0.05186,0.19,9.5,2.6657100000000002,0
2902.0,14.811,0.038,0.0,77.86834999999999,1.43,0
2044.0,13.621,0.1137,0.0,9.45,2.9728700000000003,0
2665.0,12.782,0.0611,0.581,168.4499,16.455000000000002,0
3475.0,15.462,0.0539,0.0,53.39544,8.227500000000001,0
86.0,8.09,0.103,0.154,6.3,2.3366100000000003,0
4427.0,15.948,0.048,0.0,3.78,1.77,0
1059.0,6.40607,1.6,0.14,5288.6912,11.957300000000002,0
6195.0,15.111,0.1456,0.0,11.1,3.25809,0
1522.0,14.564,0.0121,0.0,0.418,0.79,0
2535.0,15.312,0.2799,0.01,119.50407999999999,13.2737,0
3250.0,13.215,0.2697,0.0,7.75,2.64377,0
1205.0,15.23,0.0648,0.0,6.93,2.61086,0
144.0,4.23946,0.7,0.03,1017.056,12.8349,0
2336.0,14.876,0.085,0.0,8.75,2.8412300000000004,0
363.0,10.218,16.75676107873016,0.14,182.11658999999997,13.8222,0
3292.0,14.712,0.286,0.0,8.0,2.68765,0
11.0,7.56,0.068,0.0,4.2,1.88,0
4943.0,15.364,0.051,0.0,327.3649,14.919200000000002,0
4043.0,15.489,0.0514,0.0,7.41,2.57795,0
59.0,7.83,0.068049,0.07,20.05856,4.62934,0
286.0,8.39,3.167126,0.05,2108.2680956,12.396099999999999,0
1969.0,14.857,0.0246,0.0,3.64,1.73,0
4014.0,15.405,0.2315,0.0,4.82,2.04,0
3611.0,16.429,0.0599,0.0,4.23,1.89,0
871.0,10.971,0.1817,0.0,4.7,2.01,0
924.0,16.303,0.0533,0.0,0.721,0.92,0
988.0,14.128,0.165,0.0,11.4,3.31294,0
598.0,15.431,0.051,0.0,0.33,0.74,0
279.0,8.03,0.238,0.08,810.4664999999999,12.9446,0
5290.0,15.911,0.1954,0.0,8.97,2.8851100000000005,0
189.0,9.12,2.69,0.18,149.38009999999997,13.9319,0
4010.0,15.48,0.065,0.0,4.92,2.067,0
3292.0,14.712,0.106,0.0,6.3,2.3366100000000003,0
1398.0,12.874,0.0245,0.0,0.702,0.913,0
23160.0,13.527889917502787,0.24,0.0,33.7,6.27484,0
1705.0,12.707,0.0709,0.0,0.779,0.94,0
3935.0,14.734,0.2705,0.0,6.21,2.31467,0
730.0,12.259,0.2336,0.0,75.64353999999999,3.4226400000000003,0
1905.0,13.018,0.414,0.0,3.89,1.8,0
232.0,8.01,2.306105,0.53,2161.6412874999996,12.396099999999999,0
11.0,7.56,0.12,0.0,7.6,2.61086,0
1061.0,12.09,0.22512646203649203,0.0,7.16,2.5231000000000003,0
530.0,11.568,0.2573,0.14,14.8,2.35855,0
2906.0,14.379,0.187,0.0,6.57,2.4024300000000003,0
1403.0,14.605,0.0187,0.0,2.61,1.422,0
127.0,9.73,0.0906,0.07,0.77,1.137,0
1598.0,14.643,0.0719,0.0,2.33,1.33,0
4620.0,15.308,0.0535,0.0,31.3,6.011560000000001,0
737.0,8.952,0.0389,0.01,731.0089999999999,20.56875,0
1934.0,15.506,0.0236,0.0,750.0787999999999,14.590100000000001,0
1758.0,12.062,0.0822,0.0,3.18,1.599,0
594.0,13.265,0.22512646203649203,0.0,5.4,2.181,0
3815.0,14.984,0.0778,0.0,8.85,2.86317,0
245.0,7.62,0.461,0.23,34.2,6.32969,0
1104.0,12.603,0.0149,0.0,3.2,1.07,0
2989.0,12.718,0.22512646203649203,0.0,31.1,5.98962,0
20290.0,10.337002339522547,3.3,0.0,244.7291,13.7125,0
133.0,6.81,1.89,0.42,1773.4913999999999,12.505799999999999,0
138.0,5.92848,3.224617,0.36,3320.4844288,12.176700000000002,0
131.0,16.7,0.0116,0.04,0.399,0.78,0
227.0,12.368,230.0,0.0,3972.875,12.067000000000002,0
270.0,16.12,0.11000234672021421,0.0,2.37,1.345,0
804.0,12.305,0.22512646203649203,0.0,24.6,5.22172,0
125.0,7.41,2.61,0.48,3178.2999999999997,12.176700000000002,0
5653.0,15.747,0.04,0.0,13.2,3.6201000000000003,0
490.0,13.4,0.0149,0.0,1.37,1.1,0
2952.0,14.163,0.0943,0.0,9.39,2.9619000000000004,0
2525.0,15.056,0.0895,0.0,8.45,2.7754100000000004,0
1238.0,15.406,0.08,0.0,5.27,2.15,0
6055.0,14.952,0.045,0.0,2.73,1.46,0
3964.0,14.895,0.17,0.0,11.0,3.23615,0
745.0,11.094,0.075,0.0,7.9,2.67668,0
88.0,6.47915,0.11000234672021421,0.0,2.22,1.292,0
1930.0,15.022,0.0325,0.0,2.33,1.33,0
3549.0,14.067,0.1827,0.0,15.1,3.91629,0
577.0,13.794,0.22512646203649203,0.0,6.41,2.35855,0
2496.0,14.89,0.1007,0.0,20.9,2.18,0
119.0,8.87,0.0811,0.29,0.332,0.741,0
42.0,7.17,0.1321,0.07,9.5,2.9838400000000003,0
2782.0,15.83,0.2388,0.0,10.9,3.22518,0
245.0,5.77,2.482,0.19,966.2031999999999,12.8349,0
1135.0,12.727,0.068,0.0,295.5819,13.2737,0
945.0,11.552,16.75676107873016,0.0,731.0089999999999,15.796800000000001,0
930.0,15.013,0.0117,0.0,0.363,0.76,0
3515.0,16.006,0.0755,0.0,5.22,2.14,0
1989.0,12.071,0.0916,0.29,155.73669999999998,14.261000000000001,0
2638.0,12.329,0.134,0.0,6.94,2.47922,0
222.0,9.636,0.3183,0.0,22.0,1.19,0
1587.0,12.139,0.1045,0.0,1.41,1.11,0
2226.0,15.005,0.3197,0.0,5.56,2.22,0
981.0,13.965,0.427,0.0,36.0,1.61,1
698.0,10.352,0.0419,0.04,263.79889999999995,15.796800000000001,0
23486.0,13.527889917502787,0.95,0.0,17.0,4.201510000000001,0
150.0,7.31,0.2687,0.09,16.8,4.1686000000000005,0
1624.0,7.57,1.25,0.27,3480.2384999999995,12.176700000000002,0
1257.0,14.532,0.0429,0.0,0.676,0.904,0
21529.0,10.337002339522547,16.75676107873016,0.0,2034.112,12.396099999999999,0
1586.0,14.718,0.0774,0.0,8.8,2.8522000000000003,0
1877.0,15.374,0.0125,0.0,2.89,1.51,0
3583.0,14.25,0.232,0.0,5.69,2.2049700000000003,0
3384.0,13.647,0.112,0.0,12.8,3.5433100000000004,0
37.0,7.67,0.26,0.11,3.6,1.72,0
3980.0,15.601,0.0197,0.0,1.37,1.1,0
4176.0,15.47,0.069,0.0,4.12,1.86,0
257.0,5.64,0.81,0.02,2606.2059999999997,12.286400000000002,0
2137.0,12.897,0.0436,0.0,740.5439,15.687100000000001,0
403.0,11.974,0.0881,0.0,5.52,2.21,0
181.0,8.78,1.259,0.34,950.3117,12.8349,0
1177.0,12.669,0.0706,0.0,8.45,2.7754100000000004,0
1326.0,14.424,0.075,0.0,2.1,1.25,0
4901.0,14.379,0.0785,0.0,2.96,1.53,0
120.0,8.65,16.75676107873016,0.74,807.2882,12.9446,0
204.0,7.98,0.0651,0.07,4.13,1.86,0
769.0,12.23,0.11000234672021421,0.0,2.16,1.273,0
4552.0,14.734,0.0351,0.0,3.36,1.65,0
1136.0,15.258,0.0522,0.0,17.2,2.36952,0
877.0,12.64,0.035,0.0,0.498,0.83,0
210.0,8.92,2.729,0.19,63.566,9.127040000000001,0
4281.0,15.225,0.213,0.0,9.8,3.0386900000000003,0
845.0,11.871,0.0862,0.0,1.81,1.19,0
439.0,11.332,0.11000234672021421,0.0,3.03,1.554,0
